RxCUI,TTY,RxNorm Description,Related BN,Related SCDC,Related DF
2199030,SBD,ISTRADEFYLLINE 40 MG ORAL TABLET [NOURIANZ],NOURIANZ,ISTRADEFYLLINE 40 MG,ORAL TABLET
348506,SCD,ITRACONAZOLE 10 MG/ML ORAL SOLUTION,,ITRACONAZOLE 10 MG/ML,ORAL SOLUTION
311204,SCD,ITRACONAZOLE 100 MG ORAL CAPSULE,,ITRACONAZOLE 100 MG,ORAL CAPSULE
2106648,SBD,ITRACONAZOLE 65 MG ORAL CAPSULE [TOLSURA],TOLSURA,ITRACONAZOLE 65 MG,ORAL CAPSULE
1649485,SCD,IVABRADINE 5 MG ORAL TABLET,,IVABRADINE 5 MG,ORAL TABLET
1649493,SCD,IVABRADINE 7.5 MG ORAL TABLET,,IVABRADINE 7.5 MG,ORAL TABLET
2053512,SBD,IVACAFTOR 125 MG / LUMACAFTOR 100 MG ORAL GRANULES [ORKAMBI],ORKAMBI,IVACAFTOR 125 MG / LUMACAFTOR 100 MG,ORAL GRANULES
1812470,SBD,IVACAFTOR 125 MG / LUMACAFTOR 100 MG ORAL TABLET [ORKAMBI],ORKAMBI,IVACAFTOR 125 MG / LUMACAFTOR 100 MG,ORAL TABLET
1655934,SBD,IVACAFTOR 125 MG / LUMACAFTOR 200 MG ORAL TABLET [ORKAMBI],ORKAMBI,IVACAFTOR 125 MG / LUMACAFTOR 200 MG,ORAL TABLET
2636789,SBD,IVACAFTOR 13.4 MG ORAL GRANULES [KALYDECO],KALYDECO,IVACAFTOR 13.4 MG,ORAL GRANULES
1243052,SBD,IVACAFTOR 150 MG ORAL TABLET [KALYDECO],KALYDECO,IVACAFTOR 150 MG,ORAL TABLET
1999389,BPCK,{28 (IVACAFTOR 150 MG / TEZACAFTOR 100 MG ORAL TABLET) / 28 (IVACAFTOR 150 MG ORAL TABLET) } PACK [SYMDEKO (100 MG / 150 MG; 150 MG)],SYMDEKO (100 MG / 150 MG; 150 MG),IVACAFTOR 150 MG / TEZACAFTOR 100 MG,PACK
2053519,SBD,IVACAFTOR 188 MG / LUMACAFTOR 150 MG ORAL GRANULES [ORKAMBI],ORKAMBI,IVACAFTOR 188 MG / LUMACAFTOR 150 MG,ORAL GRANULES
2166401,SBD,IVACAFTOR 25 MG ORAL GRANULES [KALYDECO],KALYDECO,IVACAFTOR 25 MG,ORAL GRANULES
2636793,SBD,IVACAFTOR 5.8 MG ORAL GRANULES [KALYDECO],KALYDECO,IVACAFTOR 5.8 MG,ORAL GRANULES
1606866,SBD,IVACAFTOR 50 MG ORAL GRANULES [KALYDECO],KALYDECO,IVACAFTOR 50 MG,ORAL GRANULES
1606870,SBD,IVACAFTOR 75 MG ORAL GRANULES [KALYDECO],KALYDECO,IVACAFTOR 75 MG,ORAL GRANULES
2174390,BPCK,{28 (IVACAFTOR 75 MG / TEZACAFTOR 50 MG ORAL TABLET) / 28 (IVACAFTOR 75 MG ORAL TABLET) } PACK [SYMDEKO (50 MG / 75 MG; 75 MG)],SYMDEKO (50 MG / 75 MG; 75 MG),IVACAFTOR 75 MG / TEZACAFTOR 50 MG,PACK
2611460,SBD,IVACAFTOR 94 MG / LUMACAFTOR 75 MG ORAL GRANULES [ORKAMBI],ORKAMBI,IVACAFTOR 94 MG / LUMACAFTOR 75 MG,ORAL GRANULES
1598073,SBD,IVERMECTIN 10 MG/ML TOPICAL CREAM [SOOLANTRA],SOOLANTRA,IVERMECTIN 10 MG/ML,TOPICAL CREAM
1598068,SCD,IVERMECTIN 10 MG/ML TOPICAL CREAM,,IVERMECTIN 10 MG/ML,TOPICAL CREAM
261314,SBD,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],STROMECTOL,IVERMECTIN 3 MG,ORAL TABLET
311207,SCD,IVERMECTIN 3 MG ORAL TABLET,,IVERMECTIN 3 MG,ORAL TABLET
199998,SCD,IVERMECTIN 6 MG ORAL TABLET,,IVERMECTIN 6 MG,ORAL TABLET
2049884,SBD,IVOSIDENIB 250 MG ORAL TABLET [TIBSOVO],TIBSOVO,IVOSIDENIB 250 MG,ORAL TABLET
1723763,SBD,IXAZOMIB 2.3 MG ORAL CAPSULE [NINLARO],NINLARO,IXAZOMIB 2.3 MG,ORAL CAPSULE
1723767,SBD,IXAZOMIB 3 MG ORAL CAPSULE [NINLARO],NINLARO,IXAZOMIB 3 MG,ORAL CAPSULE
1723772,SBD,IXAZOMIB 4 MG ORAL CAPSULE [NINLARO],NINLARO,IXAZOMIB 4 MG,ORAL CAPSULE
1745114,SBD,1 ML IXEKIZUMAB 80 MG/ML PREFILLED SYRINGE [TALTZ],TALTZ,IXEKIZUMAB 80 MG/ML,PREFILLED SYRINGE
2674934,SBD,0.5 ML IXEKIZUMAB 80 MG/ML PREFILLED SYRINGE [TALTZ],TALTZ,IXEKIZUMAB 80 MG/ML,PREFILLED SYRINGE
2674932,SBD,0.25 ML IXEKIZUMAB 80 MG/ML PREFILLED SYRINGE [TALTZ],TALTZ,IXEKIZUMAB 80 MG/ML,PREFILLED SYRINGE
1745108,SBD,1 ML IXEKIZUMAB 80 MG/ML AUTO-INJECTOR [TALTZ],TALTZ,IXEKIZUMAB 80 MG/ML,AUTO-INJECTOR
1300783,SBD,"0.5 ML JAPANESE ENCEPHALITIS VIRUS VACCINE NAKAYAMA-NIH STRAIN, INACTIVATED 0.012 MG/ML PREFILLED SYRINGE [IXIARO]",IXIARO,"JAPANESE ENCEPHALITIS VIRUS VACCINE NAKAYAMA-NIH STRAIN, INACTIVATED 0.012 MG/ML",PREFILLED SYRINGE
106336,SCD,KETOCONAZOLE 20 MG/ML MEDICATED SHAMPOO,,KETOCONAZOLE 20 MG/ML,MEDICATED SHAMPOO
1300272,SBD,KETOCONAZOLE 20 MG/ML TOPICAL FOAM [KETODAN],KETODAN,KETOCONAZOLE 20 MG/ML,TOPICAL FOAM
728550,SCD,KETOCONAZOLE 20 MG/ML TOPICAL FOAM,,KETOCONAZOLE 20 MG/ML,TOPICAL FOAM
203088,SCD,KETOCONAZOLE 20 MG/ML TOPICAL CREAM,,KETOCONAZOLE 20 MG/ML,TOPICAL CREAM
197853,SCD,KETOCONAZOLE 200 MG ORAL TABLET,,KETOCONAZOLE 200 MG,ORAL TABLET
359697,SCD,24 HR KETOPROFEN 200 MG EXTENDED RELEASE ORAL CAPSULE,,KETOPROFEN 200 MG,EXTENDED RELEASE ORAL CAPSULE
197854,SCD,KETOPROFEN 25 MG ORAL CAPSULE,,KETOPROFEN 25 MG,ORAL CAPSULE
197855,SCD,KETOPROFEN 50 MG ORAL CAPSULE,,KETOPROFEN 50 MG,ORAL CAPSULE
197856,SCD,KETOPROFEN 75 MG ORAL CAPSULE,,KETOPROFEN 75 MG,ORAL CAPSULE
206992,SBD,KETOPROFEN 75 MG ORAL CAPSULE [ORUDIS],ORUDIS,KETOPROFEN 75 MG,ORAL CAPSULE
834022,SCD,KETOROLAC TROMETHAMINE 10 MG ORAL TABLET,,KETOROLAC TROMETHAMINE 10 MG,ORAL TABLET
1797857,SBD,KETOROLAC TROMETHAMINE 15.8 MG/ACTUAT METERED DOSE NASAL SPRAY [SPRIX],SPRIX,KETOROLAC TROMETHAMINE 15.8 MG/ACTUAT,METERED DOSE NASAL SPRAY
860103,SCD,KETOROLAC TROMETHAMINE 4 MG/ML OPHTHALMIC SOLUTION,,KETOROLAC TROMETHAMINE 4 MG/ML,OPHTHALMIC SOLUTION
860105,SBD,KETOROLAC TROMETHAMINE 4 MG/ML OPHTHALMIC SOLUTION [ACULAR],ACULAR,KETOROLAC TROMETHAMINE 4 MG/ML,OPHTHALMIC SOLUTION
858366,SBD,KETOROLAC TROMETHAMINE 4.5 MG/ML OPHTHALMIC SOLUTION [ACUVAIL],ACUVAIL,KETOROLAC TROMETHAMINE 4.5 MG/ML,OPHTHALMIC SOLUTION
860107,SCD,KETOROLAC TROMETHAMINE 5 MG/ML OPHTHALMIC SOLUTION,,KETOROLAC TROMETHAMINE 5 MG/ML,OPHTHALMIC SOLUTION
860109,SBD,KETOROLAC TROMETHAMINE 5 MG/ML OPHTHALMIC SOLUTION [ACULAR],ACULAR,KETOROLAC TROMETHAMINE 5 MG/ML,OPHTHALMIC SOLUTION
1597103,SBD,"0.5 ML L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 11 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 16 VACCINE 0.12 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 18 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 31 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 33 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 45 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 52 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 58 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 6 VACCINE 0.06 MG/ML PREFILLED SYRINGE [GARDASIL 9]",GARDASIL 9,"L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 11 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 16 VACCINE 0.12 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 18 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 31 VACCINE 0.04 MG/ML / L1",PREFILLED SYRINGE
1597099,SBD,"0.5 ML L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 11 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 16 VACCINE 0.12 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 18 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 31 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 33 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 45 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 52 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 58 VACCINE 0.04 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 6 VACCINE 0.06 MG/ML INJECTION [GARDASIL 9]",GARDASIL 9,"L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 11 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 16 VACCINE 0.12 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 18 VACCINE 0.08 MG/ML / L1 PROTEIN, HUMAN PAPILLOMAVIRUS TYPE 31 VACCINE 0.04 MG/ML / L1",INJECTION
896758,SCD,LABETALOL HYDROCHLORIDE 100 MG ORAL TABLET,,LABETALOL HYDROCHLORIDE 100 MG,ORAL TABLET
896762,SCD,LABETALOL HYDROCHLORIDE 200 MG ORAL TABLET,,LABETALOL HYDROCHLORIDE 200 MG,ORAL TABLET
896766,SCD,LABETALOL HYDROCHLORIDE 300 MG ORAL TABLET,,LABETALOL HYDROCHLORIDE 300 MG,ORAL TABLET
896983,SCD,LABETALOL HYDROCHLORIDE 400 MG ORAL TABLET,,LABETALOL HYDROCHLORIDE 400 MG,ORAL TABLET
995156,SBD,LACOSAMIDE 10 MG/ML ORAL SOLUTION [VIMPAT],VIMPAT,LACOSAMIDE 10 MG/ML,ORAL SOLUTION
993856,SCD,LACOSAMIDE 10 MG/ML ORAL SOLUTION,,LACOSAMIDE 10 MG/ML,ORAL SOLUTION
2637025,SBD,24 HR LACOSAMIDE 100 MG EXTENDED RELEASE ORAL CAPSULE [MOTPOLY],MOTPOLY,LACOSAMIDE 100 MG,EXTENDED RELEASE ORAL CAPSULE
809990,SBD,LACOSAMIDE 100 MG ORAL TABLET [VIMPAT],VIMPAT,LACOSAMIDE 100 MG,ORAL TABLET
809987,SCD,LACOSAMIDE 100 MG ORAL TABLET,,LACOSAMIDE 100 MG,ORAL TABLET
2637030,SBD,24 HR LACOSAMIDE 150 MG EXTENDED RELEASE ORAL CAPSULE [MOTPOLY],MOTPOLY,LACOSAMIDE 150 MG,EXTENDED RELEASE ORAL CAPSULE
809994,SBD,LACOSAMIDE 150 MG ORAL TABLET [VIMPAT],VIMPAT,LACOSAMIDE 150 MG,ORAL TABLET
809992,SCD,LACOSAMIDE 150 MG ORAL TABLET,,LACOSAMIDE 150 MG,ORAL TABLET
2637035,SBD,24 HR LACOSAMIDE 200 MG EXTENDED RELEASE ORAL CAPSULE [MOTPOLY],MOTPOLY,LACOSAMIDE 200 MG,EXTENDED RELEASE ORAL CAPSULE
809996,SCD,LACOSAMIDE 200 MG ORAL TABLET,,LACOSAMIDE 200 MG,ORAL TABLET
809998,SBD,LACOSAMIDE 200 MG ORAL TABLET [VIMPAT],VIMPAT,LACOSAMIDE 200 MG,ORAL TABLET
810002,SBD,LACOSAMIDE 50 MG ORAL TABLET [VIMPAT],VIMPAT,LACOSAMIDE 50 MG,ORAL TABLET
810000,SCD,LACOSAMIDE 50 MG ORAL TABLET,,LACOSAMIDE 50 MG,ORAL TABLET
1251192,SBD,LACTULOSE 10000 MG POWDER FOR ORAL SOLUTION [KRISTALOSE],KRISTALOSE,LACTULOSE 10000 MG,POWDER FOR ORAL SOLUTION
1251190,SCD,LACTULOSE 10000 MG POWDER FOR ORAL SOLUTION,,LACTULOSE 10000 MG,POWDER FOR ORAL SOLUTION
1251194,SCD,LACTULOSE 20000 MG POWDER FOR ORAL SOLUTION,,LACTULOSE 20000 MG,POWDER FOR ORAL SOLUTION
1251196,SBD,LACTULOSE 20000 MG POWDER FOR ORAL SOLUTION [KRISTALOSE],KRISTALOSE,LACTULOSE 20000 MG,POWDER FOR ORAL SOLUTION
755470,SBD,LACTULOSE 667 MG/ML ORAL SOLUTION [ENULOSE],ENULOSE,LACTULOSE 667 MG/ML,ORAL SOLUTION
544455,SBD,LACTULOSE 667 MG/ML ORAL SOLUTION [GENERLAC],GENERLAC,LACTULOSE 667 MG/ML,ORAL SOLUTION
544452,SBD,LACTULOSE 667 MG/ML ORAL SOLUTION [CONSTULOSE],CONSTULOSE,LACTULOSE 667 MG/ML,ORAL SOLUTION
391937,SCD,LACTULOSE 667 MG/ML ORAL SOLUTION,,LACTULOSE 667 MG/ML,ORAL SOLUTION
199148,SCD,LAMIVUDINE 10 MG/ML ORAL SOLUTION,,LAMIVUDINE 10 MG/ML,ORAL SOLUTION
152932,SBD,LAMIVUDINE 10 MG/ML ORAL SOLUTION [EPIVIR],EPIVIR,LAMIVUDINE 10 MG/ML,ORAL SOLUTION
205328,SCD,LAMIVUDINE 100 MG ORAL TABLET,,LAMIVUDINE 100 MG,ORAL TABLET
199147,SCD,LAMIVUDINE 150 MG ORAL TABLET,,LAMIVUDINE 150 MG,ORAL TABLET
152931,SBD,LAMIVUDINE 150 MG ORAL TABLET [EPIVIR],EPIVIR,LAMIVUDINE 150 MG,ORAL TABLET
200082,SCD,LAMIVUDINE 150 MG / ZIDOVUDINE 300 MG ORAL TABLET,,LAMIVUDINE 150 MG / ZIDOVUDINE 300 MG,ORAL TABLET
352230,SBD,LAMIVUDINE 300 MG ORAL TABLET [EPIVIR],EPIVIR,LAMIVUDINE 300 MG,ORAL TABLET
349491,SCD,LAMIVUDINE 300 MG ORAL TABLET,,LAMIVUDINE 300 MG,ORAL TABLET
2003255,SBD,LAMIVUDINE 300 MG / TENOFOVIR DISOPROXIL FUMARATE 300 MG ORAL TABLET [CIMDUO],CIMDUO,LAMIVUDINE 300 MG / TENOFOVIR DISOPROXIL FUMARATE 300 MG,ORAL TABLET
2724466,SBD,LAMOTRIGINE 10 MG/ML ORAL SUSPENSION [SUBVENITE],SUBVENITE,LAMOTRIGINE 10 MG/ML,ORAL SUSPENSION
849049,SBD,LAMOTRIGINE 100 MG DISINTEGRATING ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 100 MG,DISINTEGRATING ORAL TABLET
900145,SBD,24 HR LAMOTRIGINE 100 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 100 MG,EXTENDED RELEASE ORAL TABLET
850087,SCD,24 HR LAMOTRIGINE 100 MG EXTENDED RELEASE ORAL TABLET,,LAMOTRIGINE 100 MG,EXTENDED RELEASE ORAL TABLET
198427,SCD,LAMOTRIGINE 100 MG ORAL TABLET,,LAMOTRIGINE 100 MG,ORAL TABLET
103968,SCD,LAMOTRIGINE 100 MG DISINTEGRATING ORAL TABLET,,LAMOTRIGINE 100 MG,DISINTEGRATING ORAL TABLET
105018,SBD,LAMOTRIGINE 100 MG ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 100 MG,ORAL TABLET
2003796,SBD,LAMOTRIGINE 100 MG ORAL TABLET [SUBVENITE],SUBVENITE,LAMOTRIGINE 100 MG,ORAL TABLET
900866,BPCK,"{14 (24 HR LAMOTRIGINE 100 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) / 7 (24 HR LAMOTRIGINE 200 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) / 14 (24 HR LAMOTRIGINE 50 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) } PACK [LAMICTAL XR GREEN PATIENT TITRATION KIT (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, OR PRIMIDONE, AND NOT TAKING VALPROATE)]","LAMICTAL XR GREEN PATIENT TITRATION KIT (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, OR PRIMIDONE, AND NOT TAKING VALPROATE)",LAMOTRIGINE 100 MG / LAMOTRIGINE 200 MG / LAMOTRIGINE 50 MG,PACK
753451,GPCK,{14 (LAMOTRIGINE 100 MG ORAL TABLET) / 84 (LAMOTRIGINE 25 MG ORAL TABLET) } PACK,,LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG,PACK
2003797,BPCK,"{14 (LAMOTRIGINE 100 MG ORAL TABLET [SUBVENITE]) / 84 (LAMOTRIGINE 25 MG ORAL TABLET [SUBVENITE]) } PACK [SUBVENITE GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, OR PRIMIDONE AND NOT TAKING VALPROATE)]","SUBVENITE GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, OR PRIMIDONE AND NOT TAKING VALPROATE)",LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG,PACK
2003798,BPCK,"{7 (LAMOTRIGINE 100 MG ORAL TABLET [SUBVENITE]) / 42 (LAMOTRIGINE 25 MG ORAL TABLET [SUBVENITE]) } PACK [SUBVENITE ORANGE (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR VALPROATE)]","SUBVENITE ORANGE (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR VALPROATE)",LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG,PACK
795778,BPCK,"{14 (LAMOTRIGINE 100 MG ORAL TABLET [LAMICTAL]) / 84 (LAMOTRIGINE 25 MG ORAL TABLET [LAMICTAL]) } PACK [LAMICTAL GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR RIFAMPIN AND NOT TAKING VALPROATE)]","LAMICTAL GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR RIFAMPIN AND NOT TAKING VALPROATE)",LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG,PACK
751563,GPCK,{7 (LAMOTRIGINE 100 MG ORAL TABLET) / 42 (LAMOTRIGINE 25 MG ORAL TABLET) } PACK,,LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG,PACK
795774,BPCK,"{7 (LAMOTRIGINE 100 MG ORAL TABLET [LAMICTAL]) / 42 (LAMOTRIGINE 25 MG ORAL TABLET [LAMICTAL]) } PACK [LAMICTAL ORANGE (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR RIFAMPIN AND NOT TAKING VALPROATE)]","LAMICTAL ORANGE (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR RIFAMPIN AND NOT TAKING VALPROATE)",LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG,PACK
851750,GPCK,{7 (LAMOTRIGINE 100 MG DISINTEGRATING ORAL TABLET) / 14 (LAMOTRIGINE 25 MG DISINTEGRATING ORAL TABLET) / 14 (LAMOTRIGINE 50 MG DISINTEGRATING ORAL TABLET) } PACK,,LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG / LAMOTRIGINE 50 MG,PACK
900891,BPCK,"{7 (24 HR LAMOTRIGINE 100 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) / 14 (24 HR LAMOTRIGINE 25 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) / 14 (24 HR LAMOTRIGINE 50 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) } PACK [LAMICTAL XR ORANGE PATIENT TITRATION KIT (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR VALPROATE)]","LAMICTAL XR ORANGE PATIENT TITRATION KIT (FOR PATIENTS NOT TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, PRIMIDONE, OR VALPROATE)",LAMOTRIGINE 100 MG / LAMOTRIGINE 25 MG / LAMOTRIGINE 50 MG,PACK
851752,GPCK,{14 (LAMOTRIGINE 100 MG DISINTEGRATING ORAL TABLET) / 42 (LAMOTRIGINE 50 MG DISINTEGRATING ORAL TABLET) } PACK,,LAMOTRIGINE 100 MG / LAMOTRIGINE 50 MG,PACK
206201,SBD,LAMOTRIGINE 150 MG ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 150 MG,ORAL TABLET
198428,SCD,LAMOTRIGINE 150 MG ORAL TABLET,,LAMOTRIGINE 150 MG,ORAL TABLET
2001506,SBD,LAMOTRIGINE 150 MG ORAL TABLET [SUBVENITE],SUBVENITE,LAMOTRIGINE 150 MG,ORAL TABLET
198429,SCD,LAMOTRIGINE 200 MG ORAL TABLET,,LAMOTRIGINE 200 MG,ORAL TABLET
2003801,SBD,LAMOTRIGINE 200 MG ORAL TABLET [SUBVENITE],SUBVENITE,LAMOTRIGINE 200 MG,ORAL TABLET
900156,SCD,24 HR LAMOTRIGINE 200 MG EXTENDED RELEASE ORAL TABLET,,LAMOTRIGINE 200 MG,EXTENDED RELEASE ORAL TABLET
900157,SBD,24 HR LAMOTRIGINE 200 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 200 MG,EXTENDED RELEASE ORAL TABLET
108782,SBD,LAMOTRIGINE 200 MG ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 200 MG,ORAL TABLET
849050,SBD,LAMOTRIGINE 200 MG DISINTEGRATING ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 200 MG,DISINTEGRATING ORAL TABLET
252479,SCD,LAMOTRIGINE 200 MG DISINTEGRATING ORAL TABLET,,LAMOTRIGINE 200 MG,DISINTEGRATING ORAL TABLET
849051,SBD,LAMOTRIGINE 25 MG DISINTEGRATING ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 25 MG,DISINTEGRATING ORAL TABLET
105019,SBD,LAMOTRIGINE 25 MG ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 25 MG,ORAL TABLET
198430,SCD,LAMOTRIGINE 25 MG DISINTEGRATING ORAL TABLET,,LAMOTRIGINE 25 MG,DISINTEGRATING ORAL TABLET
795772,BPCK,{35 (LAMOTRIGINE 25 MG ORAL TABLET [LAMICTAL]) } PACK [LAMICTAL BLUE (FOR PATIENTS TAKING VALPROATE)],LAMICTAL BLUE (FOR PATIENTS TAKING VALPROATE),LAMOTRIGINE 25 MG,PACK
311264,SCD,LAMOTRIGINE 25 MG TABLET FOR ORAL SUSPENSION,,LAMOTRIGINE 25 MG,TABLET FOR ORAL SUSPENSION
751139,GPCK,{35 (LAMOTRIGINE 25 MG ORAL TABLET) } PACK,,LAMOTRIGINE 25 MG,PACK
201240,SBD,LAMOTRIGINE 25 MG TABLET FOR ORAL SUSPENSION [LAMICTAL],LAMICTAL,LAMOTRIGINE 25 MG,TABLET FOR ORAL SUSPENSION
2003799,BPCK,{35 (LAMOTRIGINE 25 MG ORAL TABLET [SUBVENITE]) } PACK [SUBVENITE BLUE (FOR PATIENTS TAKING VALPROATE)],SUBVENITE BLUE (FOR PATIENTS TAKING VALPROATE),LAMOTRIGINE 25 MG,PACK
2001508,SBD,LAMOTRIGINE 25 MG ORAL TABLET [SUBVENITE],SUBVENITE,LAMOTRIGINE 25 MG,ORAL TABLET
282401,SCD,LAMOTRIGINE 25 MG ORAL TABLET,,LAMOTRIGINE 25 MG,ORAL TABLET
900165,SBD,24 HR LAMOTRIGINE 25 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 25 MG,EXTENDED RELEASE ORAL TABLET
900164,SCD,24 HR LAMOTRIGINE 25 MG EXTENDED RELEASE ORAL TABLET,,LAMOTRIGINE 25 MG,EXTENDED RELEASE ORAL TABLET
900984,BPCK,{21 (24 HR LAMOTRIGINE 25 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) / 7 (24 HR LAMOTRIGINE 50 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL]) } PACK [LAMICTAL XR BLUE PATIENT TITRATION KIT (FOR PATIENTS TAKING VALPROATE)],LAMICTAL XR BLUE PATIENT TITRATION KIT (FOR PATIENTS TAKING VALPROATE),LAMOTRIGINE 25 MG / LAMOTRIGINE 50 MG,PACK
851748,GPCK,{21 (LAMOTRIGINE 25 MG DISINTEGRATING ORAL TABLET) / 7 (LAMOTRIGINE 50 MG DISINTEGRATING ORAL TABLET) } PACK,,LAMOTRIGINE 25 MG / LAMOTRIGINE 50 MG,PACK
1146690,SCD,24 HR LAMOTRIGINE 250 MG EXTENDED RELEASE ORAL TABLET,,LAMOTRIGINE 250 MG,EXTENDED RELEASE ORAL TABLET
1146692,SBD,24 HR LAMOTRIGINE 250 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 250 MG,EXTENDED RELEASE ORAL TABLET
1098610,SBD,24 HR LAMOTRIGINE 300 MG EXTENDED RELEASE ORAL TABLET [LAMICTAL],LAMICTAL,LAMOTRIGINE 300 MG,EXTENDED RELEASE ORAL TABLET
1098608,SCD,24 HR LAMOTRIGINE 300 MG EXTENDED RELEASE ORAL TABLET,,LAMOTRIGINE 300 MG,EXTENDED RELEASE ORAL TABLET
201239,SBD,LAMOTRIGINE 5 MG TABLET FOR ORAL SUSPENSION [LAMICTAL],LAMICTAL,LAMOTRIGINE 5 MG,TABLET FOR ORAL SUSPENSION
311265,SCD,LAMOTRIGINE 5 MG TABLET FOR ORAL SUSPENSION,,LAMOTRIGINE 5 MG,TABLET FOR ORAL SUSPENSION
